	sub	emotion	score	tk	kernel	beta
358	59	surprise	0.6853189952852116	Darwin	cosine	1
359	60	surprise	0.5634839788205028	Darwin	cosine	1
0	01	anger	0.49767704270611035	Darwin	cosine	10
1	02	anger	0.6104347431669495	Darwin	cosine	10
2	03	anger	0.5384310970111432	Darwin	cosine	10
3	04	anger	0.49564142040513764	Darwin	cosine	10
4	05	anger	0.49454768873916166	Darwin	cosine	10
5	06	anger	0.613183867906995	Darwin	cosine	10
6	07	anger	0.5994918998527246	Darwin	cosine	10
7	08	anger	0.511106959752579	Darwin	cosine	10
8	09	anger	0.49077607944463464	Darwin	cosine	10
9	10	anger	0.5625286539519531	Darwin	cosine	10
10	11	anger	0.5916168158266604	Darwin	cosine	10
11	12	anger	0.5503054722638681	Darwin	cosine	10
12	13	anger	0.4240803901568277	Darwin	cosine	10
13	14	anger	0.6341928733596128	Darwin	cosine	10
14	15	anger	0.3654622386076392	Darwin	cosine	10
15	16	anger	0.5281927807358806	Darwin	cosine	10
16	17	anger	0.45813602903737327	Darwin	cosine	10
17	18	anger	0.6234308300395257	Darwin	cosine	10
18	19	anger	0.5513978906239687	Darwin	cosine	10
19	20	anger	0.4336206896551724	Darwin	cosine	10
20	21	anger	0.6091756735494178	Darwin	cosine	10
21	22	anger	0.4756224476242836	Darwin	cosine	10
22	23	anger	0.5303853529358049	Darwin	cosine	10
23	24	anger	0.5247061443666329	Darwin	cosine	10
24	25	anger	0.5738436232502822	Darwin	cosine	10
25	26	anger	0.4643932905924758	Darwin	cosine	10
26	27	anger	0.4845975612360391	Darwin	cosine	10
27	28	anger	0.5533471512818615	Darwin	cosine	10
28	29	anger	0.48235667096193574	Darwin	cosine	10
29	30	anger	0.5138137999373616	Darwin	cosine	10
30	31	anger	0.5729157588961511	Darwin	cosine	10
31	32	anger	0.5532749466973466	Darwin	cosine	10
32	33	anger	0.5401715536877225	Darwin	cosine	10
33	34	anger	0.5713692415820075	Darwin	cosine	10
34	35	anger	0.5894968017057569	Darwin	cosine	10
35	36	anger	0.5197370807548046	Darwin	cosine	10
36	37	anger	0.5303226084334755	Darwin	cosine	10
37	38	anger	0.47536175323634144	Darwin	cosine	10
38	39	anger	0.5623901104637808	Darwin	cosine	10
39	40	anger	0.47405407018381474	Darwin	cosine	10
40	41	anger	0.47925381667989386	Darwin	cosine	10
41	42	anger	0.4536614207460221	Darwin	cosine	10
42	43	anger	0.5171243915804403	Darwin	cosine	10
43	44	anger	0.5522067249909159	Darwin	cosine	10
44	45	anger	0.5219261056918857	Darwin	cosine	10
45	46	anger	0.5406203608753879	Darwin	cosine	10
46	47	anger	0.524798998554825	Darwin	cosine	10
47	48	anger	0.509830886803874	Darwin	cosine	10
48	49	anger	0.5124327893067158	Darwin	cosine	10
49	50	anger	0.5587478747498321	Darwin	cosine	10
50	51	anger	0.5393238993710692	Darwin	cosine	10
51	52	anger	0.5364898056694066	Darwin	cosine	10
52	53	anger	0.47721576668945087	Darwin	cosine	10
53	54	anger	0.5406410837162148	Darwin	cosine	10
54	55	anger	0.5091772988630489	Darwin	cosine	10
55	56	anger	0.6494886437531775	Darwin	cosine	10
56	57	anger	0.5830633837353969	Darwin	cosine	10
57	58	anger	0.571499873241222	Darwin	cosine	10
58	59	anger	0.507469441960051	Darwin	cosine	10
59	60	anger	0.6069288327511713	Darwin	cosine	10
60	01	disgust	0.6569722328335403	Darwin	cosine	10
61	02	disgust	0.6514978504770892	Darwin	cosine	10
62	03	disgust	0.677534698259336	Darwin	cosine	10
63	04	disgust	0.6006122638066622	Darwin	cosine	10
64	05	disgust	0.641741678510642	Darwin	cosine	10
65	06	disgust	0.7117223898832046	Darwin	cosine	10
66	07	disgust	0.6803066872709794	Darwin	cosine	10
67	08	disgust	0.6220591830724521	Darwin	cosine	10
68	09	disgust	0.6312152488184599	Darwin	cosine	10
69	10	disgust	0.7086422804415884	Darwin	cosine	10
70	11	disgust	0.6978038190078627	Darwin	cosine	10
71	12	disgust	0.6551605470269624	Darwin	cosine	10
72	13	disgust	0.7246215432294978	Darwin	cosine	10
73	14	disgust	0.7578723811957077	Darwin	cosine	10
74	15	disgust	0.7211613283647734	Darwin	cosine	10
75	16	disgust	0.5885149735785918	Darwin	cosine	10
76	17	disgust	0.6246666521337896	Darwin	cosine	10
77	18	disgust	0.6499919035090673	Darwin	cosine	10
78	19	disgust	0.640510136338612	Darwin	cosine	10
79	20	disgust	0.5664518121267081	Darwin	cosine	10
80	21	disgust	0.6192601402585005	Darwin	cosine	10
81	22	disgust	0.5934015575513037	Darwin	cosine	10
82	23	disgust	0.6450077999582793	Darwin	cosine	10
83	24	disgust	0.7402572240581146	Darwin	cosine	10
84	25	disgust	0.6642836144489767	Darwin	cosine	10
85	26	disgust	0.6194793045766972	Darwin	cosine	10
86	27	disgust	0.6297136119917028	Darwin	cosine	10
87	28	disgust	0.619668737746846	Darwin	cosine	10
88	29	disgust	0.7465790163120665	Darwin	cosine	10
89	30	disgust	0.590271710641272	Darwin	cosine	10
90	31	disgust	0.6780671031299118	Darwin	cosine	10
91	32	disgust	0.6917067451048035	Darwin	cosine	10
92	33	disgust	0.6163399093561424	Darwin	cosine	10
93	34	disgust	0.7530186862770116	Darwin	cosine	10
94	35	disgust	0.62221489816951	Darwin	cosine	10
95	36	disgust	0.518585777515891	Darwin	cosine	10
96	37	disgust	0.6802499634157533	Darwin	cosine	10
97	38	disgust	0.5424514667527089	Darwin	cosine	10
98	39	disgust	0.6384354953670706	Darwin	cosine	10
99	40	disgust	0.6054641060813901	Darwin	cosine	10
100	41	disgust	0.553151278993193	Darwin	cosine	10
101	42	disgust	0.5809836321250328	Darwin	cosine	10
102	43	disgust	0.6006839151509105	Darwin	cosine	10
103	44	disgust	0.6770315699225558	Darwin	cosine	10
104	45	disgust	0.6164937689146962	Darwin	cosine	10
105	46	disgust	0.5768119918617174	Darwin	cosine	10
106	47	disgust	0.734450380342308	Darwin	cosine	10
107	48	disgust	0.5856559684684685	Darwin	cosine	10
108	49	disgust	0.6238071035637407	Darwin	cosine	10
109	50	disgust	0.7434333571703615	Darwin	cosine	10
110	51	disgust	0.7814476710753306	Darwin	cosine	10
111	52	disgust	0.6206811295170538	Darwin	cosine	10
112	53	disgust	0.6408106143446494	Darwin	cosine	10
113	54	disgust	0.5993496304283437	Darwin	cosine	10
114	55	disgust	0.7201756683774283	Darwin	cosine	10
115	56	disgust	0.7091358873954916	Darwin	cosine	10
116	57	disgust	0.6976977802924335	Darwin	cosine	10
117	58	disgust	0.623843434948302	Darwin	cosine	10
118	59	disgust	0.6423260405857257	Darwin	cosine	10
119	60	disgust	0.6151402687647161	Darwin	cosine	10
120	01	fear	0.5163632280609507	Darwin	cosine	10
121	02	fear	0.6039422863485017	Darwin	cosine	10
122	03	fear	0.610691313453582	Darwin	cosine	10
123	04	fear	0.593663972816991	Darwin	cosine	10
124	05	fear	0.5310209640145263	Darwin	cosine	10
125	06	fear	0.6906018331242999	Darwin	cosine	10
126	07	fear	0.4838620342396777	Darwin	cosine	10
127	08	fear	0.6240392089663068	Darwin	cosine	10
128	09	fear	0.5600281439786698	Darwin	cosine	10
129	10	fear	0.6074582093859611	Darwin	cosine	10
130	11	fear	0.5635979813557899	Darwin	cosine	10
131	12	fear	0.6217423328832115	Darwin	cosine	10
132	13	fear	0.5727493455445622	Darwin	cosine	10
133	14	fear	0.6341520643360108	Darwin	cosine	10
134	15	fear	0.5523846983942051	Darwin	cosine	10
135	16	fear	0.5157780605837338	Darwin	cosine	10
136	17	fear	0.4764884866806698	Darwin	cosine	10
137	18	fear	0.5784892083677563	Darwin	cosine	10
138	19	fear	0.4699236641221375	Darwin	cosine	10
139	20	fear	0.5216219521372667	Darwin	cosine	10
140	21	fear	0.41710741912128946	Darwin	cosine	10
141	22	fear	0.4814573194226021	Darwin	cosine	10
142	23	fear	0.5186382076341508	Darwin	cosine	10
143	24	fear	0.5299172536445191	Darwin	cosine	10
144	25	fear	0.5593269191734666	Darwin	cosine	10
145	26	fear	0.49881714595767773	Darwin	cosine	10
146	27	fear	0.523768152889032	Darwin	cosine	10
147	28	fear	0.5232015057161447	Darwin	cosine	10
148	29	fear	0.4909852009772646	Darwin	cosine	10
149	30	fear	0.5217258085598913	Darwin	cosine	10
150	31	fear	0.5621305487769062	Darwin	cosine	10
151	32	fear	0.4368971069132074	Darwin	cosine	10
152	33	fear	0.5667612725906896	Darwin	cosine	10
153	34	fear	0.48482436638506	Darwin	cosine	10
154	35	fear	0.6367249753101452	Darwin	cosine	10
155	36	fear	0.5459291457642359	Darwin	cosine	10
156	37	fear	0.5172311575756279	Darwin	cosine	10
157	38	fear	0.5704479118246879	Darwin	cosine	10
158	39	fear	0.557726719415703	Darwin	cosine	10
159	40	fear	0.5914093898428936	Darwin	cosine	10
160	41	fear	0.5754835052587861	Darwin	cosine	10
161	42	fear	0.49328119494027733	Darwin	cosine	10
162	43	fear	0.4156340147999499	Darwin	cosine	10
163	44	fear	0.4542843721307625	Darwin	cosine	10
164	45	fear	0.5768710993902221	Darwin	cosine	10
165	46	fear	0.4717823389365846	Darwin	cosine	10
166	47	fear	0.5032715682653864	Darwin	cosine	10
167	48	fear	0.5276363636363637	Darwin	cosine	10
168	49	fear	0.5015392172916325	Darwin	cosine	10
169	50	fear	0.4901061335814497	Darwin	cosine	10
170	51	fear	0.5311722471031493	Darwin	cosine	10
171	52	fear	0.49455890097517563	Darwin	cosine	10
172	53	fear	0.5256842401477982	Darwin	cosine	10
173	54	fear	0.42664639261744963	Darwin	cosine	10
174	55	fear	0.6336324587107086	Darwin	cosine	10
175	56	fear	0.5773371622784375	Darwin	cosine	10
176	57	fear	0.5508341136355606	Darwin	cosine	10
177	58	fear	0.6167055396555412	Darwin	cosine	10
178	59	fear	0.48423367926716143	Darwin	cosine	10
179	60	fear	0.5126691165142169	Darwin	cosine	10
180	01	happy	0.7838055376690276	Darwin	cosine	10
181	02	happy	0.8392893999705144	Darwin	cosine	10
182	03	happy	0.7979412288116742	Darwin	cosine	10
183	04	happy	0.7841191000548433	Darwin	cosine	10
184	05	happy	0.7850481943619199	Darwin	cosine	10
185	06	happy	0.8363122002398082	Darwin	cosine	10
186	07	happy	0.7562162517028017	Darwin	cosine	10
187	08	happy	0.7923985260651153	Darwin	cosine	10
188	09	happy	0.7864964474485738	Darwin	cosine	10
189	10	happy	0.7896161378616036	Darwin	cosine	10
190	11	happy	0.8124803518358272	Darwin	cosine	10
191	12	happy	0.8303724468920368	Darwin	cosine	10
192	13	happy	0.844398889852749	Darwin	cosine	10
193	14	happy	0.8153236383828132	Darwin	cosine	10
194	15	happy	0.79641630139342	Darwin	cosine	10
195	16	happy	0.6818461458967449	Darwin	cosine	10
196	17	happy	0.7020368549839621	Darwin	cosine	10
197	18	happy	0.7469433246145583	Darwin	cosine	10
198	19	happy	0.7151883420715722	Darwin	cosine	10
199	20	happy	0.6785878125238933	Darwin	cosine	10
200	21	happy	0.7044425322302004	Darwin	cosine	10
201	22	happy	0.5949718754287283	Darwin	cosine	10
202	23	happy	0.7557964960949506	Darwin	cosine	10
203	24	happy	0.7522398968482166	Darwin	cosine	10
204	25	happy	0.7433742240770601	Darwin	cosine	10
205	26	happy	0.8049855069023932	Darwin	cosine	10
206	27	happy	0.7597001993217112	Darwin	cosine	10
207	28	happy	0.7778461155522625	Darwin	cosine	10
208	29	happy	0.725059425375945	Darwin	cosine	10
209	30	happy	0.6991342724914048	Darwin	cosine	10
210	31	happy	0.7908899179008156	Darwin	cosine	10
211	32	happy	0.7464250254062074	Darwin	cosine	10
212	33	happy	0.7603952509367295	Darwin	cosine	10
213	34	happy	0.7888771086608237	Darwin	cosine	10
214	35	happy	0.8000306541477608	Darwin	cosine	10
215	36	happy	0.7502238137869293	Darwin	cosine	10
216	37	happy	0.6994015065268776	Darwin	cosine	10
217	38	happy	0.6956491326245103	Darwin	cosine	10
218	39	happy	0.7309629021736843	Darwin	cosine	10
219	40	happy	0.6751358575026518	Darwin	cosine	10
220	41	happy	0.7024890618640618	Darwin	cosine	10
221	42	happy	0.7285044586375043	Darwin	cosine	10
222	43	happy	0.7201475019030299	Darwin	cosine	10
223	44	happy	0.7726945175034211	Darwin	cosine	10
224	45	happy	0.8009084053201699	Darwin	cosine	10
225	46	happy	0.6936893721351669	Darwin	cosine	10
226	47	happy	0.5967948976980375	Darwin	cosine	10
227	48	happy	0.7153921360255048	Darwin	cosine	10
228	49	happy	0.7533413657344556	Darwin	cosine	10
229	50	happy	0.6974712580525528	Darwin	cosine	10
230	51	happy	0.8096322353693636	Darwin	cosine	10
231	52	happy	0.6894184633100888	Darwin	cosine	10
232	53	happy	0.7296368890498206	Darwin	cosine	10
233	54	happy	0.7046515579533146	Darwin	cosine	10
234	55	happy	0.7720920270481335	Darwin	cosine	10
235	56	happy	0.7899450892636479	Darwin	cosine	10
236	57	happy	0.7535195886648007	Darwin	cosine	10
237	58	happy	0.7662744315221036	Darwin	cosine	10
238	59	happy	0.712283628435518	Darwin	cosine	10
239	60	happy	0.7654182272159801	Darwin	cosine	10
240	01	sadness	0.7223919829144078	Darwin	cosine	10
241	02	sadness	0.6212574878278991	Darwin	cosine	10
242	03	sadness	0.6165607785695671	Darwin	cosine	10
243	04	sadness	0.6480069586264277	Darwin	cosine	10
244	05	sadness	0.609766744269341	Darwin	cosine	10
245	06	sadness	0.6018280527206179	Darwin	cosine	10
246	07	sadness	0.6650333245637113	Darwin	cosine	10
247	08	sadness	0.6068939917208196	Darwin	cosine	10
248	09	sadness	0.664628939958216	Darwin	cosine	10
249	10	sadness	0.6641681992643531	Darwin	cosine	10
250	11	sadness	0.5876606847397225	Darwin	cosine	10
251	12	sadness	0.6584229380819264	Darwin	cosine	10
252	13	sadness	0.6692793594997939	Darwin	cosine	10
253	14	sadness	0.6642689106044155	Darwin	cosine	10
254	15	sadness	0.6897625262015851	Darwin	cosine	10
255	16	sadness	0.5891726599821513	Darwin	cosine	10
256	17	sadness	0.5844777315707548	Darwin	cosine	10
257	18	sadness	0.6469882075158848	Darwin	cosine	10
258	19	sadness	0.5769380140115747	Darwin	cosine	10
259	20	sadness	0.6064478030596615	Darwin	cosine	10
260	21	sadness	0.6040881701310981	Darwin	cosine	10
261	22	sadness	0.6179979255671382	Darwin	cosine	10
262	23	sadness	0.623019664866362	Darwin	cosine	10
263	24	sadness	0.5714856493970764	Darwin	cosine	10
264	25	sadness	0.6038886050076648	Darwin	cosine	10
265	26	sadness	0.6570046044168741	Darwin	cosine	10
266	27	sadness	0.6732681621134096	Darwin	cosine	10
267	28	sadness	0.6266309619772382	Darwin	cosine	10
268	29	sadness	0.6322577398665006	Darwin	cosine	10
269	30	sadness	0.612003469269985	Darwin	cosine	10
270	31	sadness	0.623247108947048	Darwin	cosine	10
271	32	sadness	0.6637312606254187	Darwin	cosine	10
272	33	sadness	0.6071833696485011	Darwin	cosine	10
273	34	sadness	0.6227114280055457	Darwin	cosine	10
274	35	sadness	0.6175907848496681	Darwin	cosine	10
275	36	sadness	0.5523380144325192	Darwin	cosine	10
276	37	sadness	0.600409650552236	Darwin	cosine	10
277	38	sadness	0.6639903384034025	Darwin	cosine	10
278	39	sadness	0.624056629485191	Darwin	cosine	10
279	40	sadness	0.62006512006512	Darwin	cosine	10
280	41	sadness	0.5409084223293361	Darwin	cosine	10
281	42	sadness	0.6036226670301399	Darwin	cosine	10
282	43	sadness	0.6412900308493173	Darwin	cosine	10
283	44	sadness	0.5933670400721751	Darwin	cosine	10
284	45	sadness	0.6698745135680113	Darwin	cosine	10
285	46	sadness	0.5518866715864132	Darwin	cosine	10
286	47	sadness	0.6396113794647535	Darwin	cosine	10
287	48	sadness	0.6335058692441243	Darwin	cosine	10
288	49	sadness	0.5871815415430839	Darwin	cosine	10
289	50	sadness	0.4891762409965683	Darwin	cosine	10
290	51	sadness	0.6286770523450852	Darwin	cosine	10
291	52	sadness	0.5419119077521317	Darwin	cosine	10
292	53	sadness	0.5950269510987756	Darwin	cosine	10
293	54	sadness	0.4713312693498452	Darwin	cosine	10
294	55	sadness	0.6099034896780671	Darwin	cosine	10
295	56	sadness	0.6522528551034974	Darwin	cosine	10
296	57	sadness	0.6982234542100443	Darwin	cosine	10
297	58	sadness	0.6257408589404577	Darwin	cosine	10
298	59	sadness	0.6011009553596305	Darwin	cosine	10
299	60	sadness	0.6387249226564428	Darwin	cosine	10
300	01	surprise	0.769165980100133	Darwin	cosine	10
301	02	surprise	0.81409862339086	Darwin	cosine	10
302	03	surprise	0.8104750070267313	Darwin	cosine	10
303	04	surprise	0.7161831095625371	Darwin	cosine	10
304	05	surprise	0.7802167593713627	Darwin	cosine	10
305	06	surprise	0.7885106492969396	Darwin	cosine	10
306	07	surprise	0.8504817571421699	Darwin	cosine	10
307	08	surprise	0.8310955382637943	Darwin	cosine	10
308	09	surprise	0.7843120647468473	Darwin	cosine	10
309	10	surprise	0.824120095024683	Darwin	cosine	10
310	11	surprise	0.8507445032476969	Darwin	cosine	10
311	12	surprise	0.8499740837346174	Darwin	cosine	10
312	13	surprise	0.8152121758106005	Darwin	cosine	10
313	14	surprise	0.7975227490087551	Darwin	cosine	10
314	15	surprise	0.797074008902912	Darwin	cosine	10
315	16	surprise	0.6756846336101152	Darwin	cosine	10
316	17	surprise	0.6600122129946263	Darwin	cosine	10
317	18	surprise	0.7110277346203432	Darwin	cosine	10
318	19	surprise	0.7473670040069053	Darwin	cosine	10
319	20	surprise	0.6907505747828033	Darwin	cosine	10
320	21	surprise	0.712963499743584	Darwin	cosine	10
321	22	surprise	0.6580363452426116	Darwin	cosine	10
322	23	surprise	0.770189919220764	Darwin	cosine	10
323	24	surprise	0.8024227693272699	Darwin	cosine	10
324	25	surprise	0.6965129068203206	Darwin	cosine	10
325	26	surprise	0.7951084787768046	Darwin	cosine	10
326	27	surprise	0.7754638114028589	Darwin	cosine	10
327	28	surprise	0.7382322031846643	Darwin	cosine	10
328	29	surprise	0.6931229710427218	Darwin	cosine	10
329	30	surprise	0.6304701384730895	Darwin	cosine	10
330	31	surprise	0.7566702420650935	Darwin	cosine	10
331	32	surprise	0.7830426182341306	Darwin	cosine	10
332	33	surprise	0.7190219546907444	Darwin	cosine	10
333	34	surprise	0.7760131003838099	Darwin	cosine	10
334	35	surprise	0.7040408764971549	Darwin	cosine	10
335	36	surprise	0.6189414458830205	Darwin	cosine	10
336	37	surprise	0.6780639951802793	Darwin	cosine	10
337	38	surprise	0.689746568533696	Darwin	cosine	10
338	39	surprise	0.7939588548596479	Darwin	cosine	10
339	40	surprise	0.7232552528841514	Darwin	cosine	10
340	41	surprise	0.7186838821071843	Darwin	cosine	10
341	42	surprise	0.7589469354175236	Darwin	cosine	10
342	43	surprise	0.7328022757309093	Darwin	cosine	10
343	44	surprise	0.7643014955319606	Darwin	cosine	10
344	45	surprise	0.7799491754826948	Darwin	cosine	10
345	46	surprise	0.6772360803656767	Darwin	cosine	10
346	47	surprise	0.7580659660363174	Darwin	cosine	10
347	48	surprise	0.6672647213459517	Darwin	cosine	10
348	49	surprise	0.7486784022187127	Darwin	cosine	10
349	50	surprise	0.8172118403423521	Darwin	cosine	10
350	51	surprise	0.7895818269775958	Darwin	cosine	10
351	52	surprise	0.6549060542797495	Darwin	cosine	10
352	53	surprise	0.7356186224489796	Darwin	cosine	10
353	54	surprise	0.663275851340981	Darwin	cosine	10
354	55	surprise	0.7934575348379823	Darwin	cosine	10
355	56	surprise	0.7161567414010088	Darwin	cosine	10
356	57	surprise	0.7502068280518102	Darwin	cosine	10
357	58	surprise	0.760993326750632	Darwin	cosine	10
358	59	surprise	0.6766835170551386	Darwin	cosine	10
359	60	surprise	0.5683592717565591	Darwin	cosine	10
0	01	anger	0.5054425147791106	Darwin	cosine	100
1	02	anger	0.6082989146095477	Darwin	cosine	100
2	03	anger	0.5417426331690043	Darwin	cosine	100
3	04	anger	0.5064526935522958	Darwin	cosine	100
4	05	anger	0.5038755729828244	Darwin	cosine	100
5	06	anger	0.6118349619978285	Darwin	cosine	100
6	07	anger	0.6088144329896907	Darwin	cosine	100
7	08	anger	0.5149552691118169	Darwin	cosine	100
8	09	anger	0.5034251159605267	Darwin	cosine	100
9	10	anger	0.5652249908307354	Darwin	cosine	100
10	11	anger	0.5948987282147904	Darwin	cosine	100
11	12	anger	0.54765992003998	Darwin	cosine	100
12	13	anger	0.43639586609432335	Darwin	cosine	100
13	14	anger	0.6366939960580809	Darwin	cosine	100
14	15	anger	0.38129689576277115	Darwin	cosine	100
15	16	anger	0.5331013221664769	Darwin	cosine	100
16	17	anger	0.46407334264391387	Darwin	cosine	100
17	18	anger	0.6280042160737813	Darwin	cosine	100
18	19	anger	0.5615190675449133	Darwin	cosine	100
19	20	anger	0.44250129148908685	Darwin	cosine	100
20	21	anger	0.6100894737479122	Darwin	cosine	100
21	22	anger	0.4811605460087527	Darwin	cosine	100
22	23	anger	0.5421746111466228	Darwin	cosine	100
23	24	anger	0.5308942284691462	Darwin	cosine	100
24	25	anger	0.5771553170077156	Darwin	cosine	100
25	26	anger	0.47680067873122084	Darwin	cosine	100
26	27	anger	0.49715975825912406	Darwin	cosine	100
27	28	anger	0.5573794425115766	Darwin	cosine	100
28	29	anger	0.48974146570943533	Darwin	cosine	100
29	30	anger	0.516074940057196	Darwin	cosine	100
30	31	anger	0.5809767610748002	Darwin	cosine	100
31	32	anger	0.5629987228473117	Darwin	cosine	100
32	33	anger	0.55312931089795	Darwin	cosine	100
33	34	anger	0.5741299810448747	Darwin	cosine	100
34	35	anger	0.5930565031982943	Darwin	cosine	100
35	36	anger	0.5227134223757046	Darwin	cosine	100
36	37	anger	0.5330139679595833	Darwin	cosine	100
37	38	anger	0.4837714003926872	Darwin	cosine	100
38	39	anger	0.5680124872100065	Darwin	cosine	100
39	40	anger	0.4850811649558367	Darwin	cosine	100
40	41	anger	0.4882572557452873	Darwin	cosine	100
41	42	anger	0.4649195722111121	Darwin	cosine	100
42	43	anger	0.5283861973374593	Darwin	cosine	100
43	44	anger	0.5615101881096795	Darwin	cosine	100
44	45	anger	0.5297430930777858	Darwin	cosine	100
45	46	anger	0.5490552079566302	Darwin	cosine	100
46	47	anger	0.5208039040078162	Darwin	cosine	100
47	48	anger	0.5138449606537531	Darwin	cosine	100
